2020-01-13	,US_WA,0
2020-01-14	,US_WA,0
2020-01-15	,US_WA,0
2020-01-16	,US_WA,0
2020-01-17	,US_WA,0
2020-01-18	,US_WA,0
2020-01-19	,US_WA,1
2020-01-20	,US_WA,0
2020-01-21	,US_WA,1
2020-01-22	,US_WA,0
2020-01-22	,US_VA,0
2020-01-22	,US_UT,0
2020-01-22	,US_TX,0
2020-01-22	,US_TN,0
2020-01-22	,US_SD,0
2020-01-22	,US_SC,0
2020-01-22	,US_RI,0
2020-01-22	,US_PA,0
2020-01-22	,US_OR,0
2020-01-22	,US_OK,0
2020-01-22	,US_OH,0
2020-01-22	,US_NY,0
2020-01-22	,US_NV,0
2020-01-22	,US_NM,0
2020-01-22	,US_NJ,0
2020-01-22	,US_NH,0
2020-01-22	,US_NE,0
2020-01-22	,US_ND,0
2020-01-22	,US_NC,0
2020-01-22	,US_MT,0
2020-01-22	,US_MS,0
2020-01-22	,US_MO,0
2020-01-22	,US_MN,0
2020-01-22	,US_MI,0
2020-01-22	,US_ME,0
2020-01-22	,US_MD,0
2020-01-22	,US_MA,0
2020-01-22	,US_LA,0
2020-01-22	,US_KY,0
2020-01-22	,US_KS,0
2020-01-22	,US_IN,0
2020-01-22	,US_IL,0
2020-01-22	,US_ID,0
2020-01-22	,US_IA,0
2020-01-22	,US_HI,0
2020-01-22	,US_GA,0
2020-01-22	,US_FL,0
2020-01-22	,US_DE,0
2020-01-22	,US_DC,0
2020-01-22	,US_CT,0
2020-01-22	,US_CO,0
2020-01-22	,US_CA,0
2020-01-22	,US_AZ,0
2020-01-22	,US_AR,0
2020-01-22	,US_AL,0
2020-01-22	,US_AK,0
2020-01-22	,US_VT,0
2020-01-22	,US_WY,0
2020-01-22	,US_WV,0
2020-01-22	,US_WI,0
2020-01-23	,US_AK,0
2020-01-23	,US_WY,0
2020-01-23	,US_WV,0
2020-01-23	,US_WI,0
2020-01-23	,US_WA,0
2020-01-23	,US_VT,0
2020-01-23	,US_VA,0
2020-01-23	,US_UT,0
2020-01-23	,US_TX,0
2020-01-23	,US_TN,0
2020-01-23	,US_SD,0
2020-01-23	,US_SC,0
2020-01-23	,US_RI,0
2020-01-23	,US_PA,0
2020-01-23	,US_OR,0
2020-01-23	,US_OK,0
2020-01-23	,US_OH,0
2020-01-23	,US_NY,0
2020-01-23	,US_NV,0
2020-01-23	,US_NM,0
2020-01-23	,US_NJ,0
2020-01-23	,US_NH,0
2020-01-23	,US_NE,0
2020-01-23	,US_ND,0
2020-01-23	,US_NC,0
2020-01-23	,US_MT,0
2020-01-23	,US_MS,0
2020-01-23	,US_MO,0
2020-01-23	,US_MN,0
2020-01-23	,US_MI,0
2020-01-23	,US_ME,0
2020-01-23	,US_MD,0
2020-01-23	,US_MA,0
2020-01-23	,US_LA,0
2020-01-23	,US_KY,0
2020-01-23	,US_KS,0
2020-01-23	,US_IN,0
2020-01-23	,US_IL,0
2020-01-23	,US_ID,0
2020-01-23	,US_IA,0
2020-01-23	,US_HI,0
2020-01-23	,US_GA,0
2020-01-23	,US_FL,0
2020-01-23	,US_DE,0
2020-01-23	,US_DC,0
2020-01-23	,US_CT,0
2020-01-23	,US_CO,0
2020-01-23	,US_CA,0
2020-01-23	,US_AZ,0
2020-01-23	,US_AR,0
2020-01-23	,US_AL,0
2020-01-24	,US_AL,0
2020-01-24	,US_AK,0
2020-01-24	,US_WY,0
2020-01-24	,US_WV,0
2020-01-24	,US_WI,0
2020-01-24	,US_WA,0
2020-01-24	,US_VT,0
2020-01-24	,US_VA,0
2020-01-24	,US_UT,0
2020-01-24	,US_TX,0
2020-01-24	,US_TN,0
2020-01-24	,US_SD,0
2020-01-24	,US_SC,0
2020-01-24	,US_RI,0
2020-01-24	,US_PA,0
2020-01-24	,US_OR,0
2020-01-24	,US_OK,0
2020-01-24	,US_OH,0
2020-01-24	,US_NY,0
2020-01-24	,US_NV,0
2020-01-24	,US_NM,0
2020-01-24	,US_NJ,0
2020-01-24	,US_NH,0
2020-01-24	,US_NE,0
2020-01-24	,US_ND,0
2020-01-24	,US_NC,0
2020-01-24	,US_MT,0
2020-01-24	,US_MS,0
2020-01-24	,US_MO,0
2020-01-24	,US_MN,0
2020-01-24	,US_MI,0
2020-01-24	,US_ME,0
2020-01-24	,US_MD,0
2020-01-24	,US_MA,0
2020-01-24	,US_LA,0
2020-01-24	,US_KY,0
2020-01-24	,US_KS,0
2020-01-24	,US_IN,0
2020-01-24	,US_IL,0
2020-01-24	,US_ID,0
2020-01-24	,US_IA,0
2020-01-24	,US_HI,0
2020-01-24	,US_GA,0
2020-01-24	,US_FL,0
2020-01-24	,US_DE,0
2020-01-24	,US_DC,0
2020-01-24	,US_CT,0
2020-01-24	,US_CO,0
2020-01-24	,US_CA,0
2020-01-24	,US_AZ,0
2020-01-24	,US_AR,0
2020-01-25	,US_CT,0
2020-01-25	,US_CA,0
2020-01-25	,US_AZ,0
2020-01-25	,US_AR,0
2020-01-25	,US_AL,0
2020-01-25	,US_AK,0
2020-01-25	,US_CO,0
2020-01-25	,US_WY,0
2020-01-25	,US_WV,0
2020-01-25	,US_WI,0
2020-01-25	,US_WA,0
2020-01-25	,US_VT,0
2020-01-25	,US_VA,0
2020-01-25	,US_UT,0
2020-01-25	,US_TX,0
2020-01-25	,US_TN,0
2020-01-25	,US_SD,0
2020-01-25	,US_SC,0
2020-01-25	,US_RI,0
2020-01-25	,US_PA,0
2020-01-25	,US_OR,0
2020-01-25	,US_OK,0
2020-01-25	,US_OH,0
2020-01-25	,US_NY,0
2020-01-25	,US_NV,0
2020-01-25	,US_NM,0
2020-01-25	,US_NJ,0
2020-01-25	,US_NH,0
2020-01-25	,US_NE,0
2020-01-25	,US_ND,0
2020-01-25	,US_NC,0
2020-01-25	,US_MT,0
2020-01-25	,US_MS,0
2020-01-25	,US_MO,0
2020-01-25	,US_MN,0
2020-01-25	,US_MI,0
2020-01-25	,US_ME,0
2020-01-25	,US_MD,0
2020-01-25	,US_MA,0
2020-01-25	,US_LA,0
2020-01-25	,US_KY,0
2020-01-25	,US_KS,0
2020-01-25	,US_IN,0
2020-01-25	,US_IL,0
2020-01-25	,US_ID,0
2020-01-25	,US_IA,0
2020-01-25	,US_HI,0
2020-01-25	,US_GA,0
2020-01-25	,US_FL,0
2020-01-25	,US_DE,0
2020-01-25	,US_DC,0
2020-01-26	,US_HI,0
2020-01-26	,US_FL,0
2020-01-26	,US_DE,0
2020-01-26	,US_DC,0
2020-01-26	,US_CT,0
2020-01-26	,US_CO,0
2020-01-26	,US_CA,0
2020-01-26	,US_AZ,0
2020-01-26	,US_AR,0
2020-01-26	,US_AL,0
2020-01-26	,US_AK,0
2020-01-26	,US_GA,0
2020-01-26	,US_WY,0
2020-01-26	,US_WV,0
2020-01-26	,US_WI,0
2020-01-26	,US_WA,0
2020-01-26	,US_VT,0
2020-01-26	,US_VA,0
2020-01-26	,US_UT,0
2020-01-26	,US_TX,0
2020-01-26	,US_TN,0
2020-01-26	,US_SD,0
2020-01-26	,US_SC,0
2020-01-26	,US_RI,0
2020-01-26	,US_PA,0
2020-01-26	,US_OR,0
